Rk,Player,Name,Tag,Season,Age,Tm,Lg,PTS,TS%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
121,Kemba Walker\walkeke02,Kemba Walker,walkeke02,2016-17,26,CHO,NBA,23.2,0.569,8.1,79,79,2739,643,1449,403,847,240,602,304,359,45,263,308,434,85,22,168,119,1830,0.444,0.476,0.399,0.527,0.847
122,Mitch Richmond\richmmi01,Mitch Richmond,richmmi01,1994-95,29,SAC,NBA,22.8,0.551,8,82,82,3172,668,1497,512,1073,156,424,375,445,69,288,357,311,91,29,234,227,1867,0.446,0.477,0.368,0.498,0.843
123,Derek Smith\smithde02,Derek Smith,smithde02,1984-85,23,LAC,NBA,22.1,0.592,8,80,80,2762,682,1271,679,1252,3,19,400,504,174,253,427,216,77,52,230,317,1767,0.537,0.542,0.158,0.538,0.794
124,Klay Thompson\thompkl01,Klay Thompson,thompkl01,2015-16,25,GSW,NBA,22.1,0.597,8,80,80,2666,651,1386,375,736,276,650,193,221,35,271,306,166,60,49,138,152,1771,0.47,0.51,0.425,0.569,0.873
125,Mitch Richmond\richmmi01,Mitch Richmond,richmmi01,1997-98,32,SAC,NBA,23.2,0.569,7.9,70,70,2569,543,1220,413,886,130,334,407,471,50,179,229,279,88,15,181,154,1623,0.445,0.466,0.389,0.498,0.864
126,Dwyane Wade\wadedw01,Dwyane Wade,wadedw01,2011-12,30,MIA,NBA,22.1,0.559,7.7,49,49,1625,416,837,401,781,15,56,235,297,73,164,237,225,82,63,129,110,1082,0.497,0.513,0.268,0.506,0.791
127,C.J. McCollum\mccolcj01,C.J. McCollum,mccolcj01,2016-17,25,POR,NBA,23,0.585,7.6,80,80,2796,692,1441,507,1002,185,439,268,294,60,229,289,285,72,42,172,202,1837,0.48,0.506,0.421,0.544,0.912
128,Allan Houston\houstal01,Allan Houston,houstal01,2002-03,31,NYK,NBA,22.5,0.563,7.2,82,82,3108,652,1465,474,1015,178,450,363,395,26,205,231,220,54,7,178,191,1845,0.445,0.467,0.396,0.506,0.919
129,Mitch Richmond\richmmi01,Mitch Richmond,richmmi01,1990-91,25,GSW,NBA,23.9,0.565,7.1,77,77,3027,703,1424,663,1309,40,115,394,465,147,305,452,238,126,34,230,207,1840,0.494,0.506,0.348,0.508,0.847
130,Klay Thompson\thompkl01,Klay Thompson,thompkl01,2016-17,26,GSW,NBA,22.3,0.592,7.1,78,78,2649,644,1376,376,729,268,647,186,218,49,236,285,160,66,40,128,139,1742,0.468,0.516,0.414,0.565,0.853
131,Ray Allen\allenra02,Ray Allen,allenra02,2003-04,28,SEA,NBA,23,0.566,6.9,56,56,2152,447,1017,299,639,148,378,245,271,69,217,286,268,71,11,156,132,1287,0.44,0.468,0.392,0.512,0.904
132,Dale Ellis\ellisda01,Dale Ellis,ellisda01,1989-90,29,SEA,NBA,23.5,0.58,6.4,55,49,2033,502,1011,406,755,96,256,193,236,90,148,238,110,59,7,119,124,1293,0.497,0.538,0.375,0.544,0.818
133,Mitch Richmond\richmmi01,Mitch Richmond,richmmi01,1993-94,28,SAC,NBA,23.4,0.551,6.4,78,78,2897,635,1428,508,1116,127,312,426,511,70,216,286,313,103,17,216,211,1823,0.445,0.455,0.407,0.489,0.834
134,David Thompson\thompda01,David Thompson,thompda01,1980-81,26,DEN,NBA,25.5,0.571,6.4,77,,2620,734,1451,724,1412,10,39,489,615,107,180,287,231,53,60,250,231,1967,0.506,0.513,0.256,0.509,0.795
135,Ray Allen\allenra02,Ray Allen,allenra02,2006-07,31,SEA,NBA,26.4,0.564,6.3,55,55,2219,505,1153,340,710,165,443,279,309,57,190,247,228,82,11,154,113,1454,0.438,0.479,0.372,0.51,0.903
136,Michael Redd\reddmi01,Michael Redd,reddmi01,2006-07,27,MIL,NBA,26.7,0.586,6.1,53,53,2036,477,1025,360,719,117,306,345,416,42,154,196,124,63,9,122,78,1416,0.465,0.501,0.382,0.522,0.829
137,Billy Knight\knighbi01,Billy Knight,knighbi01,1977-78,25,BUF,NBA,22.9,0.558,6,53,,2155,457,926,457,926,,,301,372,126,257,383,161,82,13,167,137,1215,0.494,0.494,,0.494,0.809
138,Walter Davis\daviswa03,Walter Davis,daviswa03,1986-87,32,PHO,NBA,23.6,0.562,5.8,79,79,2646,779,1515,758,1434,21,81,288,334,90,154,244,364,96,5,226,184,1867,0.514,0.529,0.259,0.521,0.862
139,Ricky Pierce\piercri01,Ricky Pierce,piercri01,1989-90,30,MIL,NBA,23,0.592,5.8,59,0,1709,503,987,457,854,46,133,307,366,64,103,167,133,50,7,129,158,1359,0.51,0.535,0.346,0.533,0.839
140,Michael Redd\reddmi01,Michael Redd,reddmi01,2007-08,28,MIL,NBA,22.7,0.559,5.8,72,71,2702,550,1243,420,884,130,359,402,490,85,224,309,247,65,13,181,120,1632,0.442,0.475,0.362,0.495,0.82
141,George Gervin\gervige01,George Gervin,gervige01,1983-84,31,SAS,NBA,25.9,0.551,5.5,76,76,2584,765,1561,755,1537,10,24,427,507,106,207,313,220,79,47,224,219,1967,0.49,0.491,0.417,0.493,0.842
142,Eric Gordon\gordoer01,Eric Gordon,gordoer01,2010-11,22,LAC,NBA,22.3,0.566,5.3,56,56,2112,427,949,321,658,106,291,287,348,45,119,164,244,71,18,151,115,1247,0.45,0.488,0.364,0.506,0.825
143,Kyrie Irving\irvinky01,Kyrie Irving,irvinky01,2012-13,20,CLE,NBA,22.5,0.553,5.3,59,59,2048,484,1070,375,791,109,279,248,290,34,182,216,350,89,21,191,146,1325,0.452,0.474,0.391,0.503,0.855
144,Mitch Richmond\richmmi01,Mitch Richmond,richmmi01,1989-90,24,GSW,NBA,22.1,0.576,5.2,78,78,2799,640,1287,606,1192,34,95,406,469,98,262,360,223,98,24,201,210,1720,0.497,0.508,0.358,0.51,0.866
145,Joe Johnson\johnsjo02,Joe Johnson,johnsjo02,2006-07,25,ATL,NBA,25,0.558,5.1,57,57,2359,536,1139,417,827,119,312,235,314,53,186,239,249,60,11,176,115,1426,0.471,0.504,0.381,0.523,0.748
146,Kevin Martin\martike02,Kevin Martin,martike02,2008-09,25,SAC,NBA,24.6,0.601,4.7,51,46,1947,341,811,226,534,115,277,457,527,29,154,183,138,61,8,146,116,1254,0.42,0.423,0.415,0.491,0.867
